epoch,ts,temperature_c,temperature_f,humidity_pct,pressure_station_mbar,pressure_sealevel_mbar,dew_point_c,heat_index_c,wu_status
1783587721,2026-07-09T10:02:01+0100,23.7,74.66,57.07,1010.08,1015.9,14.7,23.7,success
